energy,energy_min,energy_max,flux,flux_error_lo,flux_error_hi,is_ul
0.028518744085199995,0.021308949232199996,0.03797158622579999,7.5e-13,6e-14,1.12e-13,0
0.050628781634399996,0.03797158622579999,0.06761185395479999,7.66e-13,4.3e-14,7.4e-14,0
0.09004232683079999,0.06761185395479999,0.12016324754999998,9.76e-13,3.3e-14,6.3e-14,0
