energy,flux,flux_error_lo,flux_error_hi,is_ul
40.054415850000005,1.1047569622697664e-12,8.608775478937594e-14,8.608775478937594e-14,0
76.91926567351366,6.772175462865274e-13,4.1338647002124435e-14,4.1338647002124435e-14,0
147.71338705598876,4.1513529279424884e-13,3.093417399891913e-14,3.093417399891913e-14,0
283.6642357997126,2.544785088165035e-13,2.7351118847799732e-14,2.7351118847799732e-14,0
544.7400555599996,1.559956779718256e-13,2.2992052240540125e-14,2.2992052240540125e-14,0
